GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,3,3,GSW,S. Curry makes 2-pt layup from 1 ft,106,POR,,80,S. Curry - GSW,2-pt layup,make,1,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,1,553,POR,,5,GSW,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),9,S. Curry - GSW,3-pt jump shot,make,28,D. Green - GSW
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,1,520,POR,,7,GSW,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),12,S. Curry - GSW,3-pt jump shot,make,26,D. Green - GSW
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,1,457,POR,,12,GSW,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),18,S. Curry - GSW,3-pt jump shot,make,24,D. Green - GSW
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,1,248,POR,,15,GSW,S. Curry misses 3-pt jump shot from 26 ft,24,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,1,200,POR,,15,GSW,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),26,S. Curry - GSW,2-pt layup,make,2,D. Green - GSW
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,2,332,POR,,30,GSW,S. Curry misses 2-pt jump shot from 7 ft,57,S. Curry - GSW,2-pt jump shot,miss,7,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,2,309,POR,,32,GSW,S. Curry misses 3-pt jump shot from 25 ft,58,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,2,171,POR,,37,GSW,S. Curry misses 2-pt layup from 2 ft,62,S. Curry - GSW,2-pt layup,miss,2,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,3,461,POR,,51,GSW,S. Curry makes 3-pt jump shot from 31 ft (assist by D. Green),84,S. Curry - GSW,3-pt jump shot,make,31,D. Green - GSW
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,3,431,POR,,51,GSW,S. Curry misses 3-pt jump shot from 26 ft,84,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,December 17 2016,10:30 PM,GSW,3,0,POR,,72,GSW,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),108,S. Curry - GSW,3-pt jump shot,make,28,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,703,GSW,S. Curry misses 3-pt jump shot from 24 ft,0,LAL,,0,S. Curry - GSW,3-pt jump shot,miss,24,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,540,GSW,S. Curry misses 2-pt layup from 1 ft,5,LAL,,9,S. Curry - GSW,2-pt layup,miss,1,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,448,GSW,S. Curry misses 3-pt jump shot from 24 ft,7,LAL,,12,S. Curry - GSW,3-pt jump shot,miss,24,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,336,GSW,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),13,LAL,,12,S. Curry - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,168,GSW,S. Curry makes 3-pt jump shot from 25 ft,23,LAL,,14,S. Curry - GSW,3-pt jump shot,make,25,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,93,GSW,S. Curry misses 3-pt jump shot from 32 ft,23,LAL,,18,S. Curry - GSW,3-pt jump shot,miss,32,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,357,GSW,S. Curry misses 2-pt jump shot from 21 ft,43,LAL,,32,S. Curry - GSW,2-pt jump shot,miss,21,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,257,GSW,S. Curry misses 2-pt dunk at rim,44,LAL,,39,S. Curry - GSW,2-pt dunk,miss,0,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,106,GSW,S. Curry misses 3-pt jump shot from 24 ft (block by J. Caldern),51,LAL,,43,S. Curry - GSW,3-pt jump shot,miss,24,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,659,GSW,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),57,LAL,,43,S. Curry - GSW,2-pt layup,make,1,D. Green - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,457,GSW,S. Curry makes 2-pt layup at rim,66,LAL,,50,S. Curry - GSW,2-pt layup,make,0,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,200,GSW,S. Curry misses 3-pt jump shot from 24 ft,74,LAL,,56,S. Curry - GSW,3-pt jump shot,miss,24,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,119,GSW,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),77,LAL,,58,S. Curry - GSW,3-pt jump shot,make,27,A. Iguodala - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,418,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. West),93,LAL,,73,S. Curry - GSW,3-pt jump shot,make,25,D. West - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,369,GSW,S. Curry misses 3-pt jump shot from 26 ft,95,LAL,,74,S. Curry - GSW,3-pt jump shot,miss,26,
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,151,GSW,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),102,LAL,,82,S. Curry - GSW,2-pt layup,make,1,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,116,GSW,S. Curry makes 2-pt layup from 2 ft,104,LAL,,85,S. Curry - GSW,2-pt layup,make,2,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,591,GSW,S. Curry misses 3-pt jump shot from 23 ft,3,POR,,5,S. Curry - GSW,3-pt jump shot,miss,23,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,517,GSW,S. Curry misses 3-pt jump shot from 27 ft,7,POR,,9,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,405,GSW,S. Curry misses 2-pt jump shot from 14 ft,9,POR,,16,S. Curry - GSW,2-pt jump shot,miss,14,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,308,GSW,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),51,POR,,39,S. Curry - GSW,2-pt layup,make,2,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,183,GSW,S. Curry makes 2-pt layup from 1 ft,55,POR,,48,S. Curry - GSW,2-pt layup,make,1,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,163,GSW,S. Curry misses 3-pt jump shot from 28 ft,55,POR,,51,S. Curry - GSW,3-pt jump shot,miss,28,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,83,GSW,S. Curry misses 2-pt jump shot from 21 ft,55,POR,,51,S. Curry - GSW,2-pt jump shot,miss,21,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,2,GSW,S. Curry misses 2-pt jump shot from 16 ft,59,POR,,53,S. Curry - GSW,2-pt jump shot,miss,16,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,0,GSW,S. Curry misses 3-pt jump shot from 40 ft,59,POR,,53,S. Curry - GSW,3-pt jump shot,miss,40,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,570,GSW,S. Curry makes 3-pt jump shot from 29 ft,66,POR,,57,S. Curry - GSW,3-pt jump shot,make,29,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,530,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),71,POR,,59,S. Curry - GSW,3-pt jump shot,make,25,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,503,GSW,S. Curry makes 2-pt layup from 1 ft (assist by Z. Pachulia),73,POR,,63,S. Curry - GSW,2-pt layup,make,1,Z. Pachulia - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,448,GSW,S. Curry makes 3-pt jump shot from 29 ft,76,POR,,63,S. Curry - GSW,3-pt jump shot,make,29,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,401,GSW,S. Curry misses 3-pt jump shot from 26 ft,76,POR,,63,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,379,GSW,S. Curry misses 2-pt jump shot from 7 ft,76,POR,,63,S. Curry - GSW,2-pt jump shot,miss,7,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,202,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by I. Clark),85,POR,,71,S. Curry - GSW,3-pt jump shot,make,23,I. Clark - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,150,GSW,S. Curry misses 2-pt layup from 2 ft (block by E. Davis),87,POR,,71,S. Curry - GSW,2-pt layup,miss,2,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,90,GSW,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),93,POR,,71,S. Curry - GSW,2-pt layup,make,2,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,71,GSW,S. Curry misses 2-pt jump shot from 22 ft,94,POR,,71,S. Curry - GSW,2-pt jump shot,miss,22,
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,52,GSW,S. Curry makes 2-pt layup from 1 ft (assist by D. West),96,POR,,72,S. Curry - GSW,2-pt layup,make,1,D. West - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,13,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. West),100,POR,,72,S. Curry - GSW,3-pt jump shot,make,25,D. West - GSW
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,1,569,CHI,,2,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),7,S. Curry - GSW,3-pt jump shot,make,23,D. Green - GSW
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,1,501,CHI,,4,GSW,S. Curry misses 3-pt jump shot from 26 ft,9,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,1,417,CHI,,9,GSW,S. Curry misses 2-pt jump shot from 7 ft (block by T. Gibson),11,S. Curry - GSW,2-pt jump shot,miss,7,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,1,192,CHI,,11,GSW,S. Curry misses 3-pt jump shot from 30 ft,21,S. Curry - GSW,3-pt jump shot,miss,30,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,1,33,CHI,,15,GSW,S. Curry makes 2-pt jump shot from 22 ft,28,S. Curry - GSW,2-pt jump shot,make,22,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,2,201,CHI,,35,GSW,S. Curry misses 2-pt jump shot from 15 ft,46,S. Curry - GSW,2-pt jump shot,miss,15,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,2,80,CHI,,39,GSW,S. Curry misses 2-pt layup from 2 ft,50,S. Curry - GSW,2-pt layup,miss,2,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,3,576,CHI,,46,GSW,S. Curry misses 3-pt jump shot from 25 ft,63,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,3,435,CHI,,56,GSW,S. Curry makes 2-pt jump shot from 18 ft,71,S. Curry - GSW,2-pt jump shot,make,18,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,3,239,CHI,,64,GSW,S. Curry makes 2-pt jump shot from 17 ft,77,S. Curry - GSW,2-pt jump shot,make,17,
regular,Oracle Arena Oakland California,February 8 2017,10:30 PM,GSW,3,194,CHI,,66,GSW,S. Curry makes 2-pt jump shot from 13 ft (assist by K. Durant),79,S. Curry - GSW,2-pt jump shot,make,13,K. Durant - GSW
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,1,638,DAL,,0,GSW,S. Curry misses 3-pt jump shot from 28 ft,4,S. Curry - GSW,3-pt jump shot,miss,28,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,2,579,DAL,,17,GSW,S. Curry misses 3-pt jump shot from 23 ft,37,S. Curry - GSW,3-pt jump shot,miss,23,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,2,522,DAL,,20,GSW,S. Curry makes 2-pt layup from 2 ft (assist by D. West),40,S. Curry - GSW,2-pt layup,make,2,D. West - GSW
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,2,490,DAL,,20,GSW,S. Curry makes 3-pt jump shot from 31 ft,43,S. Curry - GSW,3-pt jump shot,make,31,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,2,323,DAL,,25,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),50,S. Curry - GSW,3-pt jump shot,make,25,D. Green - GSW
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,2,7,DAL,,36,GSW,S. Curry misses 3-pt jump shot from 27 ft,67,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,3,639,DAL,,37,GSW,S. Curry misses 3-pt jump shot from 24 ft,67,S. Curry - GSW,3-pt jump shot,miss,24,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,3,278,DAL,,56,GSW,S. Curry makes 3-pt jump shot from 27 ft (assist by P. McCaw),76,S. Curry - GSW,3-pt jump shot,make,27,P. McCaw - GSW
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,3,83,DAL,,65,GSW,S. Curry makes 2-pt layup from 3 ft,80,S. Curry - GSW,2-pt layup,make,3,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,4,665,DAL,,68,GSW,S. Curry makes 2-pt jump shot from 21 ft,86,S. Curry - GSW,2-pt jump shot,make,21,
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,4,574,DAL,,75,GSW,S. Curry makes 2-pt jump shot from 14 ft (assist by D. West),90,S. Curry - GSW,2-pt jump shot,make,14,D. West - GSW
regular,Oracle Arena Oakland California,November 9 2016,10:30 PM,GSW,4,552,DAL,,75,GSW,S. Curry makes 3-pt jump shot from 33 ft,93,S. Curry - GSW,3-pt jump shot,make,33,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,594,OKC,,6,GSW,S. Curry makes 2-pt layup from 1 ft,5,S. Curry - GSW,2-pt layup,make,1,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,539,OKC,,10,GSW,S. Curry makes 2-pt layup from 2 ft,7,S. Curry - GSW,2-pt layup,make,2,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,514,OKC,,12,GSW,S. Curry misses 3-pt jump shot from 25 ft,7,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,363,OKC,,18,GSW,S. Curry misses 3-pt jump shot from 26 ft,9,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,301,OKC,,20,GSW,S. Curry misses 2-pt jump shot from 9 ft,12,S. Curry - GSW,2-pt jump shot,miss,9,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,1,256,OKC,,21,GSW,S. Curry misses 2-pt jump shot from 3 ft (block by R. Westbrook),16,S. Curry - GSW,2-pt jump shot,miss,3,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,2,408,OKC,,38,GSW,S. Curry misses 3-pt jump shot from 26 ft,45,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,2,325,OKC,,38,GSW,S. Curry misses 2-pt layup from 3 ft (block by S. Adams),49,S. Curry - GSW,2-pt layup,miss,3,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,2,89,OKC,,43,GSW,S. Curry makes 2-pt jump shot from 18 ft,63,S. Curry - GSW,2-pt jump shot,make,18,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,3,361,OKC,,57,GSW,S. Curry makes 3-pt jump shot from 26 ft,84,S. Curry - GSW,3-pt jump shot,make,26,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,3,329,OKC,,57,GSW,S. Curry misses 2-pt jump shot from 5 ft,84,S. Curry - GSW,2-pt jump shot,miss,5,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,3,203,OKC,,63,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),91,S. Curry - GSW,3-pt jump shot,make,23,D. Green - GSW
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,3,178,OKC,,65,GSW,S. Curry makes 2-pt layup from 2 ft,93,S. Curry - GSW,2-pt layup,make,2,
regular,Oracle Arena Oakland California,November 3 2016,10:30 PM,GSW,3,147,OKC,,68,GSW,S. Curry misses 3-pt jump shot from 31 ft,93,S. Curry - GSW,3-pt jump shot,miss,31,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,652,MIA,,0,GSW,S. Curry misses 3-pt jump shot from 23 ft,2,S. Curry - GSW,3-pt jump shot,miss,23,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,600,MIA,,5,GSW,S. Curry makes 2-pt jump shot from 21 ft,4,S. Curry - GSW,2-pt jump shot,make,21,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,560,MIA,,8,GSW,S. Curry misses 3-pt jump shot from 25 ft,4,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,490,MIA,,10,GSW,S. Curry misses 2-pt layup from 3 ft (block by R. McGruder),6,S. Curry - GSW,2-pt layup,miss,3,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,472,MIA,,10,GSW,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),9,S. Curry - GSW,3-pt jump shot,make,27,D. Green - GSW
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,1,143,MIA,,25,GSW,S. Curry makes 3-pt jump shot from 31 ft,20,S. Curry - GSW,3-pt jump shot,make,31,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,2,302,MIA,,38,GSW,S. Curry misses 2-pt layup from 2 ft (block by H. Whiteside),43,S. Curry - GSW,2-pt layup,miss,2,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,2,243,MIA,,42,GSW,S. Curry makes 3-pt jump shot from 25 ft,48,S. Curry - GSW,3-pt jump shot,make,25,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,2,180,MIA,,46,GSW,S. Curry misses 3-pt jump shot from 27 ft,48,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,2,97,MIA,,46,GSW,S. Curry misses 2-pt hook shot from 4 ft,48,S. Curry - GSW,2-pt hook shot,miss,4,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,2,39,MIA,,51,GSW,S. Curry makes 2-pt jump shot from 19 ft,51,S. Curry - GSW,2-pt jump shot,make,19,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,686,MIA,,54,GSW,S. Curry makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),58,S. Curry - GSW,2-pt jump shot,make,18,Z. Pachulia - GSW
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,640,MIA,,54,GSW,S. Curry misses 3-pt jump shot from 26 ft,58,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,573,MIA,,56,GSW,S. Curry misses 2-pt jump shot from 19 ft,60,S. Curry - GSW,2-pt jump shot,miss,19,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,501,MIA,,56,GSW,S. Curry misses 2-pt jump shot from 17 ft,60,S. Curry - GSW,2-pt jump shot,miss,17,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,339,MIA,,60,GSW,S. Curry misses 3-pt jump shot from 27 ft,64,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,247,MIA,,63,GSW,S. Curry misses 2-pt layup from 3 ft,67,S. Curry - GSW,2-pt layup,miss,3,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,3,132,MIA,,66,GSW,S. Curry misses 3-pt jump shot from 25 ft,72,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,4,193,MIA,,86,GSW,S. Curry makes 3-pt jump shot from 29 ft,96,S. Curry - GSW,3-pt jump shot,make,29,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,4,149,MIA,,89,GSW,S. Curry misses 3-pt jump shot from 27 ft,96,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Oracle Arena Oakland California,January 10 2017,10:30 PM,GSW,4,78,MIA,,89,GSW,S. Curry makes 2-pt layup from 2 ft,100,S. Curry - GSW,2-pt layup,make,2,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,1,554,PHO,,7,GSW,S. Curry makes 2-pt layup from 1 ft,8,S. Curry - GSW,2-pt layup,make,1,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,1,527,PHO,,7,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),12,S. Curry - GSW,3-pt jump shot,make,23,D. Green - GSW
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,1,108,PHO,,30,GSW,S. Curry misses 2-pt layup from 2 ft,23,S. Curry - GSW,2-pt layup,miss,2,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,359,PHO,,46,GSW,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),42,S. Curry - GSW,3-pt jump shot,make,26,D. Green - GSW
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,330,PHO,,48,GSW,S. Curry makes 2-pt jump shot from 11 ft,44,S. Curry - GSW,2-pt jump shot,make,11,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,308,PHO,,51,GSW,S. Curry misses 3-pt jump shot from 25 ft,44,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,126,PHO,,55,GSW,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),54,S. Curry - GSW,2-pt layup,make,2,D. Green - GSW
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,98,PHO,,55,GSW,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),57,S. Curry - GSW,3-pt jump shot,make,27,K. Durant - GSW
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,2,69,PHO,,55,GSW,S. Curry misses 3-pt jump shot from 29 ft,57,S. Curry - GSW,3-pt jump shot,miss,29,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,688,PHO,,59,GSW,S. Curry misses 3-pt jump shot from 26 ft,62,S. Curry - GSW,3-pt jump shot,miss,26,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,642,PHO,,61,GSW,S. Curry misses 2-pt jump shot from 16 ft,62,S. Curry - GSW,2-pt jump shot,miss,16,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,249,PHO,,82,GSW,S. Curry misses 3-pt jump shot from 28 ft,85,S. Curry - GSW,3-pt jump shot,miss,28,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,173,PHO,,84,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),88,S. Curry - GSW,3-pt jump shot,make,25,A. Iguodala - GSW
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,104,PHO,,85,GSW,S. Curry makes 3-pt jump shot from 27 ft,94,S. Curry - GSW,3-pt jump shot,make,27,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,66,PHO,,87,GSW,S. Curry makes 2-pt layup from 2 ft,96,S. Curry - GSW,2-pt layup,make,2,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,3,8,PHO,,90,GSW,S. Curry misses 2-pt jump shot from 11 ft,99,S. Curry - GSW,2-pt jump shot,miss,11,
regular,Oracle Arena Oakland California,November 13 2016,8:00 PM,GSW,4,308,PHO,,114,GSW,S. Curry misses 2-pt jump shot from 4 ft,112,S. Curry - GSW,2-pt jump shot,miss,4,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,683,GSW,S. Curry misses 3-pt jump shot from 25 ft,0,NOP,,2,S. Curry - GSW,3-pt jump shot,miss,25,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,317,GSW,S. Curry misses 2-pt jump shot from 13 ft,12,NOP,,20,S. Curry - GSW,2-pt jump shot,miss,13,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,291,GSW,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),15,NOP,,20,S. Curry - GSW,3-pt jump shot,make,26,D. Green - GSW
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,256,GSW,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Thompson),18,NOP,,20,S. Curry - GSW,3-pt jump shot,make,24,K. Thompson - GSW
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,149,GSW,S. Curry makes 3-pt jump shot from 27 ft,25,NOP,,22,S. Curry - GSW,3-pt jump shot,make,27,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,124,GSW,S. Curry misses 3-pt jump shot from 27 ft,25,NOP,,24,S. Curry - GSW,3-pt jump shot,miss,27,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,68,GSW,S. Curry makes 2-pt layup from 2 ft,27,NOP,,30,S. Curry - GSW,2-pt layup,make,2,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,2,29,GSW,S. Curry makes 2-pt layup from 2 ft,58,NOP,,65,S. Curry - GSW,2-pt layup,make,2,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,2,0,GSW,S. Curry misses 3-pt jump shot from 41 ft,58,NOP,,65,S. Curry - GSW,3-pt jump shot,miss,41,
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,3,642,GSW,S. Curry makes 2-pt layup from 1 ft,64,NOP,,67,S. Curry - GSW,2-pt layup,make,1,
