GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,Shooter,ShotType,ShotOutcome,ShotDist,Assister
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,482,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),17,POR,,3,S. Curry - GSW,3-pt jump shot,make,23,D. Green - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,362,GSW,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),25,POR,,5,K. Thompson - GSW,3-pt jump shot,make,24,S. Curry - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,286,GSW,A. Iguodala makes 2-pt jump shot from 15 ft (assist by S. Curry),32,POR,,9,A. Iguodala - GSW,2-pt jump shot,make,15,S. Curry - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,251,GSW,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),35,POR,,9,S. Curry - GSW,3-pt jump shot,make,24,K. Durant - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,165,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),39,POR,,13,D. Green - GSW,3-pt jump shot,make,25,A. Iguodala - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,135,GSW,J. McGee makes 2-pt layup from 2 ft (assist by D. Green),41,POR,,13,J. McGee - GSW,2-pt layup,make,2,D. Green - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,1,114,GSW,J. McGee makes 2-pt dunk at rim (assist by D. Green),43,POR,,16,J. McGee - GSW,2-pt dunk,make,0,D. Green - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,683,GSW,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. West),48,POR,,25,K. Thompson - GSW,3-pt jump shot,make,26,D. West - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,593,GSW,D. Green makes 2-pt hook shot from 3 ft (assist by D. West),50,POR,,29,D. Green - GSW,2-pt hook shot,make,3,D. West - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,401,GSW,D. West makes 2-pt hook shot from 5 ft (assist by I. Clark),54,POR,,34,D. West - GSW,2-pt hook shot,make,5,I. Clark - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,367,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by D. West),57,POR,,34,D. Green - GSW,3-pt jump shot,make,25,D. West - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,230,GSW,D. West makes 2-pt jump shot from 20 ft (assist by S. Curry),61,POR,,39,D. West - GSW,2-pt jump shot,make,20,S. Curry - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,134,GSW,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Thompson),64,POR,,43,S. Curry - GSW,3-pt jump shot,make,26,K. Thompson - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,2,73,GSW,K. Thompson makes 2-pt jump shot from 20 ft (assist by A. Iguodala),66,POR,,43,K. Thompson - GSW,2-pt jump shot,make,20,A. Iguodala - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,3,641,GSW,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),76,POR,,48,Z. Pachulia - GSW,2-pt layup,make,1,S. Curry - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,3,532,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),83,POR,,52,D. Green - GSW,3-pt jump shot,make,25,S. Curry - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,3,503,GSW,Z. Pachulia makes 2-pt layup from 3 ft (assist by K. Durant),85,POR,,54,Z. Pachulia - GSW,2-pt layup,make,3,K. Durant - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,3,476,GSW,K. Durant makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),88,POR,,56,K. Durant - GSW,3-pt jump shot,make,25,Z. Pachulia - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,4,702,GSW,D. West makes 2-pt jump shot from 3 ft (assist by A. Iguodala),108,POR,,80,D. West - GSW,2-pt jump shot,make,3,A. Iguodala - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,4,670,GSW,D. West makes 2-pt jump shot from 13 ft (assist by A. Iguodala),110,POR,,83,D. West - GSW,2-pt jump shot,make,13,A. Iguodala - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,4,538,GSW,D. Green makes 2-pt layup from 2 ft (assist by D. West),114,POR,,85,D. Green - GSW,2-pt layup,make,2,D. West - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,4,470,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by A. Iguodala),117,POR,,87,D. Green - GSW,3-pt jump shot,make,25,A. Iguodala - GSW
playoff,Moda Center Portland Oregon,April 24 2017,10:30 PM,GSW,4,26,GSW,D. Jones makes 2-pt layup from 2 ft (assist by P. McCaw),128,POR,,103,D. Jones - GSW,2-pt layup,make,2,P. McCaw - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,611,GSW,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),3,LAL,,5,K. Thompson - GSW,2-pt jump shot,make,18,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,583,GSW,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),5,LAL,,7,K. Durant - GSW,2-pt jump shot,make,19,D. Green - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,515,GSW,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),7,LAL,,9,D. Green - GSW,2-pt layup,make,2,Z. Pachulia - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,397,GSW,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),10,LAL,,12,K. Durant - GSW,2-pt dunk,make,0,Z. Pachulia - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,336,GSW,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),13,LAL,,12,S. Curry - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,271,GSW,K. Thompson makes 2-pt dunk at rim (assist by S. Curry),18,LAL,,12,K. Thompson - GSW,2-pt dunk,make,0,S. Curry - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,254,GSW,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),20,LAL,,12,D. Green - GSW,2-pt layup,make,2,A. Iguodala - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,64,GSW,I. Clark makes 3-pt jump shot from 24 ft (assist by K. Durant),26,LAL,,20,I. Clark - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,44,GSW,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),28,LAL,,20,A. Iguodala - GSW,2-pt dunk,make,0,S. Curry - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,1,6,GSW,D. West makes 2-pt jump shot from 17 ft (assist by K. Durant),30,LAL,,20,D. West - GSW,2-pt jump shot,make,17,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,667,GSW,K. Durant makes 3-pt jump shot from 23 ft (assist by A. Iguodala),33,LAL,,22,K. Durant - GSW,3-pt jump shot,make,23,A. Iguodala - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,543,GSW,K. Durant makes 2-pt jump shot from 12 ft (assist by S. Livingston),39,LAL,,25,K. Durant - GSW,2-pt jump shot,make,12,S. Livingston - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,447,GSW,P. McCaw makes 3-pt jump shot from 24 ft (assist by K. Durant),43,LAL,,29,P. McCaw - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,204,GSW,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),46,LAL,,41,A. Iguodala - GSW,2-pt dunk,make,0,D. Green - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,178,GSW,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Iguodala),49,LAL,,41,K. Thompson - GSW,3-pt jump shot,make,25,A. Iguodala - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,141,GSW,K. Durant makes 2-pt jump shot from 22 ft (assist by S. Curry),51,LAL,,43,K. Durant - GSW,2-pt jump shot,make,22,S. Curry - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,2,60,GSW,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),53,LAL,,43,K. Thompson - GSW,2-pt layup,make,1,D. Green - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,659,GSW,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),57,LAL,,43,S. Curry - GSW,2-pt layup,make,1,D. Green - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,594,GSW,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),59,LAL,,45,Z. Pachulia - GSW,2-pt layup,make,2,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,534,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),64,LAL,,47,D. Green - GSW,3-pt jump shot,make,25,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,436,GSW,D. Green makes 2-pt dunk at rim (assist by Z. Pachulia),68,LAL,,50,D. Green - GSW,2-pt dunk,make,0,Z. Pachulia - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,393,GSW,K. Durant makes 2-pt hook shot from 9 ft (assist by S. Curry),70,LAL,,50,K. Durant - GSW,2-pt hook shot,make,9,S. Curry - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,371,GSW,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),72,LAL,,50,D. Green - GSW,2-pt layup,make,2,Z. Pachulia - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,119,GSW,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),77,LAL,,58,S. Curry - GSW,3-pt jump shot,make,27,A. Iguodala - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,3,59,GSW,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),79,LAL,,62,K. Thompson - GSW,2-pt layup,make,2,D. West - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,451,GSW,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),90,LAL,,71,K. Thompson - GSW,2-pt layup,make,2,D. West - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,418,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. West),93,LAL,,73,S. Curry - GSW,3-pt jump shot,make,25,D. West - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,395,GSW,K. Looney makes 2-pt dunk at rim (assist by S. Curry),95,LAL,,74,K. Looney - GSW,2-pt dunk,make,0,S. Curry - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,182,GSW,K. Looney makes 2-pt dunk at rim (assist by K. Durant),100,LAL,,82,K. Looney - GSW,2-pt dunk,make,0,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,151,GSW,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),102,LAL,,82,S. Curry - GSW,2-pt layup,make,1,K. Durant - GSW
regular,STAPLES Center Los Angeles California,November 25 2016,10:30 PM,GSW,4,75,GSW,K. Looney makes 2-pt layup from 2 ft (assist by P. McCaw),107,LAL,,85,K. Looney - GSW,2-pt layup,make,2,P. McCaw - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,648,GSW,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Green),3,POR,,2,Z. Pachulia - GSW,2-pt layup,make,1,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,568,GSW,K. Thompson makes 2-pt layup from 3 ft (assist by S. Curry),5,POR,,7,K. Thompson - GSW,2-pt layup,make,3,S. Curry - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,543,GSW,K. Durant makes 2-pt layup from 2 ft (assist by D. Green),7,POR,,9,K. Durant - GSW,2-pt layup,make,2,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,439,GSW,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),9,POR,,14,D. Green - GSW,2-pt layup,make,2,Z. Pachulia - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,345,GSW,K. Thompson makes 2-pt jump shot from 21 ft (assist by K. Durant),13,POR,,18,K. Thompson - GSW,2-pt jump shot,make,21,K. Durant - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,307,GSW,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),17,POR,,21,D. Green - GSW,3-pt jump shot,make,25,K. Durant - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,252,GSW,I. Clark makes 2-pt jump shot from 3 ft (assist by D. Green),19,POR,,23,I. Clark - GSW,2-pt jump shot,make,3,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,174,GSW,I. Clark makes 3-pt jump shot from 25 ft (assist by D. Green),25,POR,,23,I. Clark - GSW,3-pt jump shot,make,25,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,127,GSW,I. Clark makes 2-pt layup from 1 ft (assist by A. Iguodala),27,POR,,23,I. Clark - GSW,2-pt layup,make,1,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,81,GSW,K. Thompson makes 2-pt layup from 2 ft (assist by D. West),29,POR,,25,K. Thompson - GSW,2-pt layup,make,2,D. West - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,1,48,GSW,I. Clark makes 3-pt jump shot from 25 ft (assist by K. Thompson),32,POR,,25,I. Clark - GSW,3-pt jump shot,make,25,K. Thompson - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,457,GSW,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Livingston),43,POR,,36,K. Thompson - GSW,2-pt jump shot,make,20,S. Livingston - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,381,GSW,I. Clark makes 3-pt jump shot from 26 ft (assist by S. Livingston),47,POR,,38,I. Clark - GSW,3-pt jump shot,make,26,S. Livingston - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,344,GSW,I. Clark makes 2-pt jump shot from 4 ft (assist by D. Green),49,POR,,38,I. Clark - GSW,2-pt jump shot,make,4,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,308,GSW,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),51,POR,,39,S. Curry - GSW,2-pt layup,make,2,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,60,GSW,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),57,POR,,51,A. Iguodala - GSW,2-pt layup,make,2,S. Curry - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,2,30,GSW,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Curry),59,POR,,51,K. Durant - GSW,2-pt jump shot,make,14,S. Curry - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,605,GSW,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),63,POR,,57,Z. Pachulia - GSW,2-pt layup,make,2,K. Thompson - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,551,GSW,K. Durant makes 2-pt layup from 1 ft (assist by D. Green),68,POR,,57,K. Durant - GSW,2-pt layup,make,1,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,530,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),71,POR,,59,S. Curry - GSW,3-pt jump shot,make,25,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,503,GSW,S. Curry makes 2-pt layup from 1 ft (assist by Z. Pachulia),73,POR,,63,S. Curry - GSW,2-pt layup,make,1,Z. Pachulia - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,335,GSW,I. Clark makes 2-pt layup from 1 ft (assist by A. Iguodala),78,POR,,69,I. Clark - GSW,2-pt layup,make,1,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,202,GSW,S. Curry makes 3-pt jump shot from 23 ft (assist by I. Clark),85,POR,,71,S. Curry - GSW,3-pt jump shot,make,23,I. Clark - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,115,GSW,A. Iguodala makes 2-pt layup from 2 ft (assist by D. Green),91,POR,,71,A. Iguodala - GSW,2-pt layup,make,2,D. Green - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,90,GSW,S. Curry makes 2-pt layup from 2 ft (assist by A. Iguodala),93,POR,,71,S. Curry - GSW,2-pt layup,make,2,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,52,GSW,S. Curry makes 2-pt layup from 1 ft (assist by D. West),96,POR,,72,S. Curry - GSW,2-pt layup,make,1,D. West - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,3,13,GSW,S. Curry makes 3-pt jump shot from 25 ft (assist by D. West),100,POR,,72,S. Curry - GSW,3-pt jump shot,make,25,D. West - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,703,GSW,D. West makes 2-pt jump shot from 15 ft (assist by A. Iguodala),102,POR,,73,D. West - GSW,2-pt jump shot,make,15,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,641,GSW,K. Durant makes 2-pt layup at rim (assist by A. Iguodala),107,POR,,73,K. Durant - GSW,2-pt layup,make,0,A. Iguodala - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,513,GSW,A. Iguodala makes 3-pt jump shot from 25 ft (assist by S. Livingston),112,POR,,81,A. Iguodala - GSW,3-pt jump shot,make,25,S. Livingston - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,480,GSW,J. McAdoo makes 2-pt jump shot from 3 ft (assist by K. Thompson),114,POR,,81,J. McAdoo - GSW,2-pt jump shot,make,3,K. Thompson - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,445,GSW,I. Clark makes 2-pt jump shot from 5 ft (assist by K. Looney),116,POR,,81,I. Clark - GSW,2-pt jump shot,make,5,K. Looney - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,301,GSW,J. McGee makes 2-pt layup from 1 ft (assist by K. Thompson),121,POR,,89,J. McGee - GSW,2-pt layup,make,1,K. Thompson - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,160,GSW,J. McAdoo makes 2-pt dunk at rim (assist by J. McGee),123,POR,,92,J. McAdoo - GSW,2-pt dunk,make,0,J. McGee - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,119,GSW,J. McGee makes 2-pt dunk at rim (assist by S. Livingston),125,POR,,95,J. McGee - GSW,2-pt dunk,make,0,S. Livingston - GSW
regular,Moda Center Portland Oregon,November 1 2016,10:00 PM,GSW,4,64,GSW,K. Looney makes 2-pt layup from 2 ft (assist by S. Livingston),127,POR,,98,K. Looney - GSW,2-pt layup,make,2,S. Livingston - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,642,GSW,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by K. Durant),2,POR,,2,Z. Pachulia - GSW,2-pt jump shot,make,16,K. Durant - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,560,GSW,K. Durant makes 2-pt jump shot from 10 ft (assist by S. Livingston),4,POR,,6,K. Durant - GSW,2-pt jump shot,make,10,S. Livingston - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,510,GSW,Z. Pachulia makes 2-pt jump shot from 19 ft (assist by K. Durant),6,POR,,8,Z. Pachulia - GSW,2-pt jump shot,make,19,K. Durant - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,465,GSW,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),11,POR,,8,K. Thompson - GSW,3-pt jump shot,make,25,K. Durant - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,436,GSW,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),13,POR,,8,K. Thompson - GSW,2-pt jump shot,make,14,D. Green - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,376,GSW,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),15,POR,,10,D. Green - GSW,2-pt layup,make,2,Z. Pachulia - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,202,GSW,K. Durant makes 2-pt jump shot from 19 ft (assist by A. Iguodala),22,POR,,12,K. Durant - GSW,2-pt jump shot,make,19,A. Iguodala - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,147,GSW,J. McGee makes 2-pt layup from 3 ft (assist by I. Clark),24,POR,,14,J. McGee - GSW,2-pt layup,make,3,I. Clark - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,115,GSW,K. Durant makes 2-pt jump shot from 23 ft (assist by A. Iguodala),27,POR,,16,K. Durant - GSW,2-pt jump shot,make,23,A. Iguodala - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,49,GSW,D. Green makes 3-pt jump shot from 24 ft (assist by I. Clark),30,POR,,20,D. Green - GSW,3-pt jump shot,make,24,I. Clark - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,1,7,GSW,P. McCaw makes 3-pt jump shot from 24 ft (assist by D. Green),33,POR,,23,P. McCaw - GSW,3-pt jump shot,make,24,D. Green - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,2,685,GSW,A. Iguodala makes 2-pt layup from 1 ft (assist by S. Livingston),35,POR,,24,A. Iguodala - GSW,2-pt layup,make,1,S. Livingston - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,2,545,GSW,J. McAdoo makes 2-pt layup from 2 ft (assist by S. Livingston),41,POR,,28,J. McAdoo - GSW,2-pt layup,make,2,S. Livingston - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,2,466,GSW,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),43,POR,,28,K. Thompson - GSW,2-pt jump shot,make,19,A. Iguodala - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,2,383,GSW,Z. Pachulia makes 2-pt dunk at rim (assist by K. Durant),47,POR,,30,Z. Pachulia - GSW,2-pt dunk,make,0,K. Durant - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,2,330,GSW,K. Durant makes 2-pt layup from 2 ft (assist by K. Thompson),51,POR,,30,K. Durant - GSW,2-pt layup,make,2,K. Thompson - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,704,GSW,K. Thompson makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),55,POR,,50,K. Thompson - GSW,2-pt jump shot,make,15,Z. Pachulia - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,449,GSW,K. Durant makes 2-pt jump shot from 15 ft (assist by K. Thompson),64,POR,,59,K. Durant - GSW,2-pt jump shot,make,15,K. Thompson - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,386,GSW,K. Durant makes 2-pt jump shot from 3 ft (assist by A. Iguodala),66,POR,,64,K. Durant - GSW,2-pt jump shot,make,3,A. Iguodala - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,235,GSW,J. McGee makes 2-pt layup from 2 ft (assist by A. Iguodala),74,POR,,68,J. McGee - GSW,2-pt layup,make,2,A. Iguodala - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,188,GSW,J. McGee makes 2-pt jump shot from 4 ft (assist by K. Durant),76,POR,,70,J. McGee - GSW,2-pt jump shot,make,4,K. Durant - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,56,GSW,A. Iguodala makes 3-pt jump shot from 25 ft (assist by D. Green),81,POR,,72,A. Iguodala - GSW,3-pt jump shot,make,25,D. Green - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,3,29,GSW,A. Iguodala makes 3-pt jump shot from 25 ft (assist by I. Clark),84,POR,,72,A. Iguodala - GSW,3-pt jump shot,make,25,I. Clark - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,4,683,GSW,K. Thompson makes 2-pt jump shot from 21 ft (assist by J. McAdoo),86,POR,,77,K. Thompson - GSW,2-pt jump shot,make,21,J. McAdoo - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,4,366,GSW,A. Iguodala makes 3-pt jump shot from 23 ft (assist by J. McAdoo),96,POR,,93,A. Iguodala - GSW,3-pt jump shot,make,23,J. McAdoo - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,4,297,GSW,K. Durant makes 2-pt jump shot from 6 ft (assist by D. Green),98,POR,,95,K. Durant - GSW,2-pt jump shot,make,6,D. Green - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,4,86,GSW,K. Durant makes 2-pt jump shot from 13 ft (assist by D. Green),103,POR,,99,K. Durant - GSW,2-pt jump shot,make,13,D. Green - GSW
regular,Moda Center Portland Oregon,January 29 2017,9:00 PM,GSW,4,38,GSW,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),106,POR,,99,K. Thompson - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,643,GSW,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),5,NOP,,5,K. Thompson - GSW,3-pt jump shot,make,24,K. Durant - GSW
regular,Smoothie King Center New Orleans Louisiana,December 13 2016,8:00 PM,GSW,1,420,GSW,K. Thompson makes 2-pt jump shot from 4 ft (assist by S. Curry),9,NOP,,16,K. Thompson - GSW,2-pt jump shot,make,4,S. Curry - GSW
